Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                9552             boost::asio::detail::scheduler::do_run_one(boost::asio::detail::conditionally_enabled_mutex::scoped_lock&, boost::asio::detail::scheduler_thread_info&, boost::system::error_code const&) <cycle 2> [24]
-----------------------------------------------
                0.00    0.00       2/2           bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
[303]    0.0    0.00    0.00       2         boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_close_brace(char) const [303]
-----------------------------------------------
                0.00    0.00       2/2           bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
[304]    0.0    0.00    0.00       2         boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_r(char) const [304]
-----------------------------------------------
                0.00    0.00       2/2           bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
[305]    0.0    0.00    0.00       2         boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_u(char) const [305]
-----------------------------------------------
                0.00    0.00       1/2           tcp::TcpSession::checkCapacity() [319]
                0.00    0.00       1/2           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[306]    0.0    0.00    0.00       2         RunnableT<tcp::TcpSession>::getNumberObjects() const [306]
-----------------------------------------------
                0.00    0.00       1/2           fifo::FifoSession::checkCapacity() [327]
                0.00    0.00       1/2           ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
[307]    0.0    0.00    0.00       2         RunnableT<fifo::FifoSession>::getNumberObjects() const [307]
-----------------------------------------------
                0.00    0.00       1/1           ServerOptions::ServerOptions(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70]
[308]    0.0    0.00    0.00       1         AppOptions::~AppOptions() [308]
                0.00    0.00      21/21          std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~pair() [209]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoSession::sendResponse(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [44]
[309]    0.0    0.00    0.00       1         MemoryPool::destroyBuffers() [309]
                0.00    0.00       3/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       2/2103        MemoryPool::getFirstBuffer(unsigned long) [128]
                0.00    0.00       2/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
                0.00    0.00       1/1           std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&) [385]
                0.00    0.00       1/1526        MemoryPool::getSecondBuffer(unsigned long) [144]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[310]    0.0    0.00    0.00       1         Chronometer::Chronometer(bool, std::basic_string_view<char, std::char_traits<char> >, int, std::basic_string_view<char, std::char_traits<char> >, std::ostream*) [310]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[311]    0.0    0.00    0.00       1         Chronometer::~Chronometer() [311]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
-----------------------------------------------
                0.00    0.00       1/1           ServerOptions::ServerOptions(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70]
[312]    0.0    0.00    0.00       1         Compression::isCompressionEnabled(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [312]
-----------------------------------------------
                0.00    0.00       1/1           TaskController::destroy() [12]
[313]    0.0    0.00    0.00       1         TaskController::wakeupThreads() [313]
                0.00    0.00       1/2           Task::Task() [298]
                0.00    0.00       1/1471        TaskController::push(std::shared_ptr<Task>) [147]
-----------------------------------------------
                0.00    0.00       1/1           TaskController::create(ServerOptions&) [11]
[314]    0.0    0.00    0.00       1         TaskController::TaskController(ServerOptions const&) [314]
                0.00    0.00       1/5           ThreadPool::ThreadPool(unsigned int) [269]
                0.00    0.00       1/1           std::_Deque_base<std::shared_ptr<Task>, std::allocator<std::shared_ptr<Task> > >::_M_initialize_map(unsigned long) [367]
                0.00    0.00       1/1           StrategySelector::get(ServerOptions const&) [315]
                0.00    0.00       1/2           Task::Task() [298]
                0.00    0.00       1/1           TransactionStrategy::create(ServerOptions const&) [317]
-----------------------------------------------
                0.00    0.00       1/1           TaskController::TaskController(ServerOptions const&) [314]
[315]    0.0    0.00    0.00       1         StrategySelector::get(ServerOptions const&) [315]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[316]    0.0    0.00    0.00       1         TransactionStrategy::start(ServerOptions const&) [316]
-----------------------------------------------
                0.00    0.00       1/1           TaskController::TaskController(ServerOptions const&) [314]
[317]    0.0    0.00    0.00       1         TransactionStrategy::create(ServerOptions const&) [317]
                0.00    0.00       1/1           Ad::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [129]
-----------------------------------------------
                                   1             Ad::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [129]
[318]    0.0    0.00    0.00       1         Ad::readAndSortAds(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [318]
                0.00    0.00    1001/1001        Ad::extractSize[abi:cxx11](std::basic_string_view<char, std::char_traits<char> >) [161]
                0.00    0.00       1/1           utility::readFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<char, std::allocator<char> >&) [352]
                0.00    0.00       1/1           void utility::split<std::basic_string_view<char, std::char_traits<char> >, std::vector<AdRow, std::allocator<AdRow> > >(std::basic_string_view<char, std::char_traits<char> > const&, std::vector<AdRow, std::allocator<AdRow> >&, char, int) [351]
                0.00    0.00       1/1           std::_Temporary_buffer<__gnu_cxx::__normal_iterator<AdRow*, std::vector<AdRow, std::allocator<AdRow> > >, AdRow>::_Temporary_buffer(__gnu_cxx::__normal_iterator<AdRow*, std::vector<AdRow, std::allocator<AdRow> > >, long) [372]
                                   1             Ad::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [129]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::start() [321]
[319]    0.0    0.00    0.00       1         tcp::TcpSession::checkCapacity() [319]
                0.00    0.00       1/2           RunnableT<tcp::TcpSession>::getNumberObjects() const [306]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/6           TaskController::totalSessions() [258]
                0.00    0.00       1/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
-----------------------------------------------
                                   1             ThreadPool::get() <cycle 2> [2]
[320]    0.0    0.00    0.00       1         tcp::TcpSession::run() <cycle 2> [320]
                                   1             boost::asio::io_context::run() <cycle 2> [301]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpAcceptor::createSession(std::shared_ptr<tcp::ConnectionDetails>) <cycle 2> [80]
[321]    0.0    0.00    0.00       1         tcp::TcpSession::start() [321]
                0.00    0.00       1/1           tcp::TcpSession::checkCapacity() [319]
                0.00    0.00       1/1           tcp::sendMsg(boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, bool, STATUS> const&, std::basic_string_view<char, std::char_traits<char> >) [326]
-----------------------------------------------
                0.00    0.00       1/1           decltype (::new ((void*)(0)) tcp::TcpSession(std::declval<ServerOptions const&>(), std::declval<std::shared_ptr<tcp::ConnectionDetails>&>(), std::declval<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>())) std::construct_at<tcp::TcpSession, ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(tcp::TcpSession*, ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [394]
[322]    0.0    0.00    0.00       1         tcp::TcpSession::TcpSession(ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>, std::basic_string_view<char, std::char_traits<char> >) [322]
                0.00    0.00       2/7           boost::asio::detail::service_registry::do_use_service(boost::asio::execution_context::service::key const&, boost::asio::execution_context::service* (*)(void*), void*) <cycle 3> [196]
                0.00    0.00       1/1           boost::asio::detail::strand_executor_service::create_implementation() [342]
                0.00    0.00       1/6           TaskController::totalSessions() [258]
                0.00    0.00       1/1           void boost::asio::basic_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>::set_option<boost::asio::detail::socket_option::boolean<1, 2> >(boost::asio::detail::socket_option::boolean<1, 2> const&) [336]
                0.00    0.00       1/16248       void* boost::asio::detail::thread_info_base::allocate<boost::asio::detail::thread_info_base::default_tag>(boost::asio::detail::thread_info_base::default_tag, boost::asio::detail::thread_info_base*, unsigned long, unsigned long) [98]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::get() <cycle 2> [2]
[323]    0.0    0.00    0.00       1         tcp::TcpSession::~TcpSession() [323]
                0.00    0.00       1/6           TaskController::totalSessions() [258]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/1           boost::asio::detail::io_object_impl<boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >, boost::asio::any_io_executor>::~io_object_impl() [338]
                0.00    0.00       1/6           std::_Sp_counted_ptr_inplace<tcp::ConnectionDetails, std::allocator<tcp::ConnectionDetails>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [268]
-----------------------------------------------
                                   1             ThreadPool::get() <cycle 2> [2]
[324]    0.0    0.00    0.00       1         tcp::TcpAcceptor::run() <cycle 2> [324]
                                   1             boost::asio::io_context::run() <cycle 2> [301]
-----------------------------------------------
                0.00    0.00       1/1           Strategy::start(ServerOptions const&) [14]
[325]    0.0    0.00    0.00       1         tcp::TcpAcceptor::TcpAcceptor(ServerOptions const&) [325]
                0.00    0.00       2/5           ThreadPool::ThreadPool(unsigned int) [269]
                0.00    0.00       1/8           boost::asio::io_context::io_context(int) [236]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::start() [321]
[326]    0.0    0.00    0.00       1         tcp::sendMsg(boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, bool, STATUS> const&, std::basic_string_view<char, std::char_traits<char> >) [326]
                0.00    0.00       1/7           encodeHeader(char*, std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, bool, STATUS> const&) [243]
                0.00    0.00       1/6           boost::asio::detail::socket_ops::sync_send1(int, unsigned char, void const*, unsigned long, int, boost::system::error_code&) [259]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoSession::start() [329]
[327]    0.0    0.00    0.00       1         fifo::FifoSession::checkCapacity() [327]
                0.00    0.00       1/2           RunnableT<fifo::FifoSession>::getNumberObjects() const [307]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/6           TaskController::totalSessions() [258]
                0.00    0.00       1/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoAcceptor::stop() [13]
[328]    0.0    0.00    0.00       1         fifo::FifoSession::stop() [328]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoAcceptor::createSession() <cycle 2> [85]
[329]    0.0    0.00    0.00       1         fifo::FifoSession::start() [329]
                0.00    0.00       1/1           fifo::FifoSession::checkCapacity() [327]
-----------------------------------------------
                0.00    0.00       1/1           ThreadPool::get() <cycle 2> [2]
[330]    0.0    0.00    0.00       1         fifo::FifoSession::~FifoSession() [330]
                0.00    0.00       1/6           TaskController::totalSessions() [258]
                0.00    0.00       1/4           std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format) [288]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
-----------------------------------------------
                                   1             ThreadPool::get() <cycle 2> [2]
[331]    0.0    0.00    0.00       1         fifo::FifoAcceptor::run() <cycle 2> [331]
                0.00    0.00       2/2           fifo::FifoAcceptor::unblockAcceptor[abi:cxx11]() [300]
                                   1             fifo::FifoAcceptor::createSession() <cycle 2> [85]
-----------------------------------------------
                0.00    0.00       1/1           Strategy::start(ServerOptions const&) [14]
[332]    0.0    0.00    0.00       1         fifo::FifoAcceptor::FifoAcceptor(ServerOptions const&) [332]
                0.00    0.00       2/5           ThreadPool::ThreadPool(unsigned int) [269]
-----------------------------------------------
                0.00    0.00       1/1           Strategy::stop() [19]
[333]    0.0    0.00    0.00       1         fifo::FifoAcceptor::~FifoAcceptor() [333]
                0.00    0.00       2/5           ThreadPool::~ThreadPool() [270]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >*) [393]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoAcceptor::stop() [13]
[334]    0.0    0.00    0.00       1         fifo::Fifo::onExit(std::basic_string_view<char, std::char_traits<char> >, int, int) [334]
                0.00    0.00       1/1640        utility::CloseFileDescriptor::CloseFileDescriptor(int&) [141]
                0.00    0.00       1/1655        utility::CloseFileDescriptor::~CloseFileDescriptor() [139]
-----------------------------------------------
                0.00    0.00       1/1           void boost::property_tree::json_parser::detail::read_json_internal<std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, boost::property_tree::json_parser::detail::encoding<char>, boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, boost::property_tree::json_parser::detail::encoding<char>&, boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [74]
[335]    0.0    0.00    0.00       1         boost::property_tree::json_parser::detail::parser<boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::finish() [335]
                0.00    0.00       2/433         bool boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::have<boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing>(bool (boost::property_tree::json_parser::detail::encoding<char>::*)(char) const, boost::property_tree::json_parser::detail::source<boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::DoNothing&) [176]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::TcpSession(ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>, std::basic_string_view<char, std::char_traits<char> >) [322]
[336]    0.0    0.00    0.00       1         void boost::asio::basic_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>::set_option<boost::asio::detail::socket_option::boolean<1, 2> >(boost::asio::detail::socket_option::boolean<1, 2> const&) [336]
-----------------------------------------------
                0.00    0.00       1/1           boost::asio::ip::detail::endpoint::to_string[abi:cxx11]() const [83]
[337]    0.0    0.00    0.00       1         std::basic_ostream<char, std::char_traits<char> >& boost::asio::ip::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, boost::asio::ip::address const&) [337]
                0.00    0.00       1/1           boost::asio::ip::address_v4::to_string[abi:cxx11]() const [358]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::~TcpSession() [323]
[338]    0.0    0.00    0.00       1         boost::asio::detail::io_object_impl<boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >, boost::asio::any_io_executor>::~io_object_impl() [338]
                0.00    0.00       1/1178        unsigned long boost::asio::detail::epoll_reactor::cancel_timer<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >(boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >&, boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::per_timer_data&, unsigned long) [156]
                0.00    0.00       1/7           void boost::asio::execution::detail::any_executor_base::destroy_object<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0ul> >(boost::asio::execution::detail::any_executor_base&) [254]
-----------------------------------------------
                                   1             boost::asio::detail::service_registry::do_use_service(boost::asio::execution_context::service::key const&, boost::asio::execution_context::service* (*)(void*), void*) <cycle 3> [196]
[339]    0.0    0.00    0.00       1         boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >, boost::asio::io_context>(void*) <cycle 3> [339]
                                   1             boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::deadline_timer_service(boost::asio::execution_context&) <cycle 3> [341]
-----------------------------------------------
                0.00    0.00       1/1           boost::asio::detail::service_registry::do_use_service(boost::asio::execution_context::service::key const&, boost::asio::execution_context::service* (*)(void*), void*) <cycle 3> [196]
[340]    0.0    0.00    0.00       1         boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::strand_executor_service, boost::asio::io_context>(void*) [340]
-----------------------------------------------
                                   1             boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >, boost::asio::io_context>(void*) <cycle 3> [339]
[341]    0.0    0.00    0.00       1         boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::deadline_timer_service(boost::asio::execution_context&) <cycle 3> [341]
                                   1             boost::asio::detail::service_registry::do_use_service(boost::asio::execution_context::service::key const&, boost::asio::execution_context::service* (*)(void*), void*) <cycle 3> [196]
                                   1             boost::asio::detail::scheduler::init_task() <cycle 3> [222]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpSession::TcpSession(ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>, std::basic_string_view<char, std::char_traits<char> >) [322]
[342]    0.0    0.00    0.00       1         boost::asio::detail::strand_executor_service::create_implementation() [342]
                0.00    0.00       1/1           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<boost::asio::detail::strand_executor_service::strand_impl*>(boost::asio::detail::strand_executor_service::strand_impl*) [369]
-----------------------------------------------
                0.00    0.00       1/1           std::_Sp_counted_ptr_inplace<tcp::ConnectionDetails, std::allocator<tcp::ConnectionDetails>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 2> [277]
[343]    0.0    0.00    0.00       1         boost::asio::detail::strand_executor_service::shutdown() [343]
-----------------------------------------------
                0.00    0.00       1/1           std::_Sp_counted_ptr_inplace<tcp::ConnectionDetails, std::allocator<tcp::ConnectionDetails>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 2> [277]
[344]    0.0    0.00    0.00       1         boost::asio::detail::strand_executor_service::~strand_executor_service() [344]
-----------------------------------------------
                0.00    0.00       1/1           tcp::TcpAcceptor::start() [16]
[345]    0.0    0.00    0.00       1         boost::asio::detail::reactive_socket_service_base::do_open(boost::asio::detail::reactive_socket_service_base::base_implementation_type&, int, int, int, boost::system::error_code&) [345]
                0.00    0.00       1/6           boost::asio::detail::epoll_reactor::allocate_descriptor_state() [263]
-----------------------------------------------
                0.00    0.00       1/1           utility::getUniqueId[abi:cxx11]() [350]
[346]    0.0    0.00    0.00       1         boost::uuids::detail::random_provider_base::get_random_bytes(void*, unsigned long) [346]
-----------------------------------------------
                0.00    0.00       1/1           utility::getUniqueId[abi:cxx11]() [350]
[347]    0.0    0.00    0.00       1         char* boost::uuids::to_chars<char*>(boost::uuids::uuid const&, char*) [347]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoSession::sendResponse(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [44]
[348]    0.0    0.00    0.00       1         Logger::Logger(bool) [348]
                0.00    0.00       1/39          std::basic_osyncstream<char, std::char_traits<char>, std::allocator<char> >::basic_osyncstream(std::basic_streambuf<char, std::char_traits<char> >*) [192]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[349]    0.0    0.00    0.00       1         Metrics::print(LOG_LEVEL, std::ostream&, bool) [349]
                0.00    0.00       1/34          Logger::Logger(LOG_LEVEL, std::ostream&, bool) [195]
                0.00    0.00       1/37          std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf() [194]
-----------------------------------------------
                0.00    0.00       1/1           fifo::FifoAcceptor::createSession() <cycle 2> [85]
[350]    0.0    0.00    0.00       1         utility::getUniqueId[abi:cxx11]() [350]
                0.00    0.00       1/1           boost::uuids::detail::random_provider_base::get_random_bytes(void*, unsigned long) [346]
                0.00    0.00       1/1           char* boost::uuids::to_chars<char*>(boost::uuids::uuid const&, char*) [347]
-----------------------------------------------
                0.00    0.00       1/1           Ad::readAndSortAds(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [318]
[351]    0.0    0.00    0.00       1         void utility::split<std::basic_string_view<char, std::char_traits<char> >, std::vector<AdRow, std::allocator<AdRow> > >(std::basic_string_view<char, std::char_traits<char> > const&, std::vector<AdRow, std::allocator<AdRow> >&, char, int) [351]
                0.00    0.00      11/11          void std::vector<AdRow, std::allocator<AdRow> >::_M_realloc_insert<char const*, char const*>(__gnu_cxx::__normal_iterator<AdRow*, std::vector<AdRow, std::allocator<AdRow> > >, char const*&&, char const*&&) [221]
-----------------------------------------------
                0.00    0.00       1/1           Ad::readAndSortAds(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) <cycle 1> [318]
[352]    0.0    0.00    0.00       1         utility::readFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<char, std::allocator<char> >&) [352]
                0.00    0.00       1/4           std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format) [288]
                0.00    0.00       1/3028        std::vector<char, std::allocator<char> >::_M_default_append(unsigned long) [121]
                0.00    0.00       1/1655        utility::CloseFileDescriptor::~CloseFileDescriptor() [139]
-----------------------------------------------
                0.00    0.00       1/1           std::__shared_ptr<KillThread, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [802]
[353]    0.0    0.00    0.00       1         RunnableT<KillThread>::~RunnableT() [353]
-----------------------------------------------
